tweet_text,label
b'Kalo kemarin mujahid 212 nolak ahok jadi komisaris pertamina gw gak setuju. Tp kalo ahok jadi kepala daerah otoritas ibukota baru ya gak setuju ketika regulasinya sendiri belum ada. Jd gw sepakat soal ini kalo regulasi belum ada. https://t.co/FhjA2IdXnf',1
"b'@msaid_didu Sesuai perintah dari majikan, Ahok harus jadi penguasa Ibukota. Itu udah final. Nani kalau di Kaltim Ahok didompleng, kita lihat akan ada episode pembuatan ibukota baru yang selanjutnya.'",0
b'@fadlizon @jokowi Ada keuntungan beratus trilyun yang bakal diperoleh dari Proyek Ibukota Baru. Kalau 2024 tentu keuntungan itu lepas dari pelukan.\nHARAP MAKLUM.',0
"b'Kadrun ini emang hebat, semua aspek pemindahan Ibukota dia paham.\nTdk setuju pemindahan ibukota tp menolak ahok jadi pimpinan ibukota. Logikanya gimna nih drun?\nhttps://t.co/Gm6jOCCbHx'",0
"b'@Rendy51500187 @SalmaBrecht @detikcom Cukong ibukota skrg sedih tidak ada pemasukan klu ibukota dipindah , biar dibersihkan di ibukota baru tdk ada preman berjubah agamis bye oleh ahok'",0
"b'Puji Tuhan..\n\nJangankan ibukota baru, kalau Ahok minta diadakan referendum pasti akan dikabulkan \xf0\x9f\x99\x8f https://t.co/5zKMaDmkLq'",0
"b'@hnurwahid Lagi lagi si ""jaka sembung bw golok""...gak nyambung............ok\nApa hubungannya dg pembangunan ibukota baru?....\xf0\x9f\x98\x83\xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3'",0
"b'@zarazettirazr Hehe...pede amat sih. Krt api cepat aja terancam mangkrak. Kilang miyak aja udah 5 thn, nggak satupun yg jadi. Memangnya bikin ibukota baru gak pake duit apa? \xf0\x9f\x98\x81'",0
"b'Pemindahan ibukota akan berdampak pada kesulitan akses demo. Dari yang biasa naik kopaja dan KRL bermodalkan 5 ribu rupiah sudah mendapat free nasi bungkus juga amplop, kini dipindahkan ke luar pulau.\n\nNB: di tempat yang baru bakalan susah macam-macam, leher bisa hilang ditebas. https://t.co/ws3ESVYfR1'",0
b'@sjahtie Ku dukung Kaum SAMPAH KHILAFAH menolaknya di ibukota baru sana....jangan di kandang mu..',0
"b'@msaid_didu Jgankan ibukota,negara baru aja dibuatkan kami rela,asalkan itu bukan bagian dari indonesia lagii...resedivis'",1
b'@tonojora @msaid_didu Maksud nya hadiah buat ahox lah... Karena kemarin kalah di DKI jadi dibuatin ibukota baru \xf0\x9f\x98\x9d\xf0\x9f\x98\x9d\xf0\x9f\x98\x86\xf0\x9f\x98\x86biar dia bisa mimpin',0
b'@AridaWijayanti @msaid_didu ibukota baru ternyata hadiah hiburan',0
b'@detikcom Klo gue dih mending Ahok jadi pemimpin ibukota negara baru dari pada Anies Baswedan yang kebanyakan bacot tapi kgk ada hasilnya dan selalu ikut campur masalah orang padahal masalah dia masih berantakan \xf0\x9f\x98\x85',0
"b'@jokowi Menunjuk Ahok sebagai pemimpin di ibukota baru secara arogan dan maunya anda ,apa kami rakyat ngak ada hak untuk memilih??\nArogan sekali anda pak'",0
"b'@detikcom SETUJU, KATANYA EKONOMI LESU, TP KOG MW BUAT IBUKOTA BARU DGN ANGGARAN YG LUAR BIASA'",0
b'@msaid_didu Jadi ibukota baru nanti pemimpin nya yg nunjuk langsung jokowi.. Lagi paham. \nJenenge konco dadi yow panggah ditulung \xf0\x9f\x98\x84\xf0\x9f\x98\x84\nLek carane ngene yow negarane bubrah son',0
b'@msaid_didu Oh ini ternyata tujuannya Ibukota baru..',0
b'@detikcom Yaa ente gak usah pindah lah. Siapa juga yg perlu demo di ibukota baru. Orang Kaltim kaya2 gak doyan nasi bungkus\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1
"b'@titik_nurahmad @detikcom Mungkin bukan dibubarkan, tapi ditertibkan, mereka sadar mereka liar karena ga pernah ada yg tegas ke mereka dan mereka takut, atau mungkin mereka sudah niat untuk kuasain juru parkir di ibukota baru'",0
"b'@wills_keren @anusliberal @fery_fariqi @TofaTofa_id @Kaisar_Dusun @FaridMukhid @Anaksemut4 @aniesbaswedan Luar biasa P \n@jokowi\n ini memang percaya n sayang pd Ahok. Dlm situasi ekonomi kacau n virus corona, ibukota baru bukanlah prioritas. Sama sekali bukan prioritas. Serahkan saja urusan ibukota baru pada Presiden baru 2024. Sekarang tunaikan janji2 kampanye 2019 yg begitu banyak.' rennotantoyo",0
b'Semiloka Perspektif Ibukota Negara Baru dan Sosialisasi 4 Pilar Kebangsaan Jelang Muktamar IV\xc2\xa0Parmusi https://t.co/35ks8HkIUM https://t.co/hjzUwHVsFn',1
b'Ternyata ibukota baru buat bekas narapidana bukan buat rakyat indonesia. Noted. https://t.co/XsD0WoCbBU',0
b'Yeh ibukota baru ... Lah kok gubernur nya gt wkwkw',0
"b'@fadlizon @jokowi Minta urusan ibukota diserahkan k Presiden baru 2024, biar anda dpt jabatan kan?'",0
"b'@fadlizon @jokowi Yang jelas pak Jokowi tidak akan menyerahkan ibukota baru kepada pendengki, tukang nyinyir dan yg ga bisa kerja ...'",1
"b'@fadlizon @jokowi Sampai 2017, ibukota baru bukan prioritas (meski direncanakan sejak jaman belanda). \n\nSejak Jakarta kesakitan, memang ibukota baru jadi prioritas'",1
b'Masih banyak proyek mandeg. Ngapain buat proyek baru pemindahan ibukota. Makin tambah nyungsep keuangan negara. https://t.co/QQRQLaaaZK',0
b'@hnurwahid gara gara proyek ibukota baru yg gak direstui. Mangkraakk',0
b'@kuyabulus @tan_markonah @fadlizon @Suyarno13 @jokowi Mungkin jokowi pilih fadli zon aja ya biar ibukota baru jdi sarang kadrun.',0
"b'Umat Islam tdk usah gerah, sampai sejauh ini Jakarta legal sbg Ibu Kota &amp; Anies penguasa Ibukota negara.\n\nAhok tdk akan ditunjuk Jokowi sbg Kepala Otoritas Ibu Kota Baru. Itu cuma opini yg menyesatkan, tujuannya utk memicu eskalasi politik di tengah wabah #CoronaAlert.\n\n*FA*'",1
"b'Ga usah jebak @jokowi tunjuk Ahok sbg Kepala Otoritas Ibu Kota baru. Terkesan politik balas budi, krn kalah Pilgub &amp; tdk rela Anies jd penguasa ibukota negara.\n\nMesti fokus antisipasi virus Corona &amp; Flu Babi Afrika yg kini menyerang NTT. Tdk benar #RezimKerjaAmburadul !!!\n\n*FA*'",1
"b'@VIVAcoid Oh jadi ibukota baru dibangun demi nyenengin manusia 1 ini jd pimpinan disana? Id gila kali negara, apa jasa n prestasi tuh org buat ni negara??? Batalin pindah ibukota !!!!'",0
"b'Oh jadi ngotot bangun ibukota baru biar si congor kasar tanpa prestasi yg nyungseb waktu pilkada dki bs jadi pimpinan disana, krna ga bs jadi pimpinan di ibukota yg sekarang, , fix kalo gitu demo . .ekonomi lg susah eh malah buang2 anggaran demi org 1 itu , ,'",0
b'@hnurwahid Teracam gagalkah ibukota baru?',0
b'@fadlizon Benar seksli.tak di pilih rakyat di jakarta di buatksn jokowi ibukota baru. Enak ...nasib si ahok klu jd pimpinan di kota baru ?',0
"b'Kalo presiden nya cerdas dan berfikir sudah seharusnya begitu, malah sebaliknya begitu horny Skali pak @jokowi dgn ibukota baru. https://t.co/mTf57SqXf4 https://t.co/c4CVrg7ave'",0
"b'@fadlizon Gue yakin, kalo loe yg disuruh ngurus ibukota baru, pasti hancur lebur.otak loe ngak sampe buat ngurus2 yg besar.loe bisanya ngehoax ame bikin puisi ngak bermutu.'",0
b'@fadlizon @jokowi Ibukota baru prioritas lah bang...klo tdk kapan ngompesasi proyek reklamasi?? ini semua gara2 AB stop reklamasi klo gk distop saya yakin 10001 % gk ada proyek ibukota baru',0
"b'@fadlizon @jokowi tetangga sebelah rumah bilang Ahok itu wajib dibantu jokowi jadi presiden di 2024 ! atas desakan taipan2 cina ahok harus ambil alih kekuasaan indonesia, jembatanya adalah dijadikan komosaris pertaminan lalu pimpin ibukota baru 2024 , info ini 100 % valid @RamliRizal @msaid_didu'",0
b'@zarazettirazr Ga salahkah? \nCalon pemimpin ibukota baru? \nSistem pemerintahan kacau balau nih',0
"b'Jokowi:\xe2\x80\x9dCorona Bikin Produksi Rusak, Investasi Mau Masuk Jadi Ngerem\xe2\x80\x9d.Pdhl kata LBP;investor terbesar unt pembangunan calon Ibukota baru adalah RRT dan UAE (Emirat Arab). Tapi justru dari China corona menyebar. Dan corona jg sudah masuk ke UAE. Jadi...? https://t.co/Hxu08xnUyw'",0
"b'@spotifity Cocok ini kayanya jadi arsitek buat bikin istana di ibukota baru , gambarnya baguss'",1
b'@fadlizon @jokowi Mungkin takut sama president berikut nya pembangunan ibukota baru di Batal kan..\n\nSeperti hal nya Reklamasi \xf0\x9f\x98\x82',0
"b'@DiantyYasmin3 @jokowi Pak De menunjuk org yg tepat the right man on the right place, bkn cuma ngomong aja tapi kerjanya nyata, nah klo yg ditunjuk si Zonk malah keliru bisa2 hancur malah ibukota baru, kerjanya setiap hari bisanya cuma nyinyir aja koq'",1
b'@DiantyYasmin3 @jokowi Mngkin pngenya dia yg jd gub ibukota baru',1
b'....buatkan Ahok Ibukota baru...\n\nwow...\n\n#words\n#wordsoftheday https://t.co/Kmx4YUT6Kd',0
"b'@VIVAcoid Kalah pilkada, di kasih jabatan. Kalah reklamasi, dibuatkan ibukota baru. Ada apa dengan dia?'",0
"b'@zarazettirazr Maaf mbak @zarazettirazr sy heran ya\n\nKenapa ah0k dijadikan pemimpin d ibukota baru, pdhl kan dsna sdh ada prmimpinna. Mulai dr gub, bupati/walkot, camat, lurah.\n\nTrs ah0k mau ditunjuk prmimpin apa???\n\n#nanyasederhana tp perlu jawaban\xf0\x9f\xa4\x94\xf0\x9f\xa4\x94'",0
b'@zarazettirazr Ahokel.. ikut Sono ke Kalimantan ibukota baru belajar etika sama orang utan !',0
"b'@aksioma02 Kok ada pemimpi di ibukota baru itu penunjukan langsung, pilihan rakyat dr sistem demokrasi atau sistem apalagi'",0
"b'@hnurwahid Namanya juga Ibukota baru, baru dibuka, infrastrukturnya belum lengkap, terang aja banjir.'",0
b'@fadlizon @jokowi P @basuki_btp memang sdh terbukti pemimpin yg JUJUR dan MAMPU melaksanakan semua tugas2nya dg sangat baik dan memuaskan selama mjd Gubernur @DKIJakarta \xf0\x9f\x91\x8d\n\nOleh karnanya P @jokowi sangat percaya dan yakin akan capability dan good behavior P Ahok utk mjd Gubernur Ibukota Baru\xf0\x9f\x91\x8d https://t.co/mSpP8VaZ7r',1
"b'Sejak awal januari 2020, sudah banyak terkabarkan banjir di wilayah calon Ibukota Negara, di Penajam Paser Utara, Kaltim. Pdhl alasan pindah dari Jakarta antara lain krn banjir. Nah layakkah kawasan itu jadi Ibukota yg baru? Dan akankah para investor tetap mau investasi disana? https://t.co/JsQPIffqXn'",1
"b'@VIVAcoid Atau biar adil, jokowi sama ahok di ibukota baru, prabowo sama anies di ibukota lama hahahah'",1
b'@fadlizon @jokowi pak @prabowo mendukung ibukota baru gak om?',0
b'@fadlizon @jokowi Cobak ente dipanggil utk urus ibukota baru\nPasti beda omonganmu zonk!!!\nIntinya sakit hati......\n\nHahahahag',0
b'@zarazettirazr Uiyyy uyyy uyy  // Jangan BERMIMPI membangun ibukota baru tp BERFIKIR membangun Ekonomi agar tidak  merosot //',0
b'Plan A menguasai Jakarta terganjal hukum akhirnya berakhir &amp; kawannya membuat kebijakan buat Plan B dengan berpindah ibukota lalu di gadang gadang menjadi salah satu pemimpin ibukota baru ... \n\nSederhana lembut santun di lihatnya tapi cara berpikirnya cerdik :-)',0
"b'@psi_id @AntoniRaja Batalkan ibukota baru, duitnya untuk penanggulangan Corona Nasional, ga cuma Jakarta doang...'",1
b'Wilayah Ibukota baru dijamin bebas banjir. Wilayah IKN di Penajam Paser Utara itu cuma Tergenang Banjir.. https://t.co/CT37WilnhX',1
"b'@fadlizon @jokowi Bangsa ini tidak merindukan ibukota baru, percuma ibukota baru ekonomi mangkrak,'",0
"b'@DAROSAFONTANAL1 Ibukota baru tdk bisa selesaikan apa2 tapi mumpung rakyatnya pengecut semua &amp; cuman bisa teriak2 tdk setuju di medsos, ya woles saja'",0
b'Presiden Jokowi perlu cermat dalam Pembangunan Ibukota baru. Kemungkinan lima tahun tidak cukup. Kecuali dengan manajemen keroyokan. Dibangun beberapa negara. Tapi kedaulatan Indonesia dipertaruhkan. Sebaiknya tokoh masyarakat Kalimantan diberi peran mengukir sejarah Ibukota.',1
"b'Kalo Ahok lagi mah mungkin bener ya, isu-isu yg bilang proyek Ibukota baru ini sebagai pengganti proyek reklamasi cukong taipan yang digagalkan Pak Anies. Makanye sampai sekarang dihabisin bener itu Pak Anies wkwk'",0
"b'Dalam \xe2\x80\x9cramalan\xe2\x80\x9d sy, Presiden baru terpilih 2024 akan umumkan soal kelanjutan ibukota baru blm menjadi prioritas. Membangun ekonomi rakyat itulah prioritas. https://t.co/BGeOq9Psbv'",1
"b'@VIVAcoid Hahahha...kalah jadi pemimpin di ibukota, si mulut jamban mau dibuatkan ibukota baru supaya tetap bisa jadi pemimpin ibukota. Emang hebat dia jadi pemimpin ? Hebat ngomong \xe2\x80\x9cTAIK\xe2\x80\x9d iyaa'",0
"b'@VIVAcoid Ibukota baru itu bukan buat ahok,\ntapi buat indonesia,\nahok pun juga bagian dari indonesia,\nsama seperti semua masyarakat indonesia.\nBijaklah dalam memberi judul berita,\nkasihani mereka saudara"" kita yang fahamnya dangkal\ndan\ncingkrang pemikirannya memahami makna kalimat kata.'",1
b'@VIVAcoid Oooh. Tujuan utama bikin ibukota baru buat dia toh',1
b'Ibukota Baru di goreng terus\nTidak perduli dengan kondisi Rakyatnya saat ini\nYg penting Ibu Kota baru untuk Ahok jadi https://t.co/IleWhvjEGA',0
b'@___jovs Buahahahahaha... seru disimak.\nDia juga dapet rekomendasi org dalem utk jd calon kepala di kantor ibukota baru tuh. https://t.co/8QURvU8Dyk',1
"b'@fadlizon @JavazAbu @jokowi Tapi saya kok ga yakin ya, Ibukota baru ini'",0
b'@TanYoana Kabar buruk lainya: ceo ibukota baru udah disiapkan utk teman dekatnya',0
"b'@do_ra_dong Omnibuslaw udah by design, ada skema besar kepentingan cukong pemberi modal kekuasaan yg udh nguasain eksekutif, legislatif dan yudikatif. Jadi semua yg pro Omnibuslaw kalo ga cukong ya cebong, kaya ibukota baru itu ya gantinya reklamasi sama meikarta. Intinya cukong \xf0\x9f\x98\x81'",0
"b'@unilubis @ChristWamea Nda apa2 uni..kan kata pak jok juga ""calon ibukota baru"" bebas banjir...\xf0\x9f\xa4\x94?'",1
b'@VIVAcoid Specialis tempat baru. Reklamasi di ganti dg ibukota baru' uganprayoga,1
"b'Luar biasa P @jokowi ini memang percaya n sayang pd Ahok. Dlm situasi ekonomi kacau n virus corona, ibukota baru bukanlah prioritas. Sama sekali bukan prioritas. Serahkan saja urusan ibukota baru pada Presiden baru 2024. Sekarang tunaikan janji2 kampanye 2019 yg begitu banyak. https://t.co/NW7n11mwgt'",0
"b'Karakter Ahok itu tdk cocok memimpin ibukota baru yg penuh dg ketidakpastian akibat kompleksnya persoalan yg akan dihadapi. Oki, Kota baru butuh pemimpin yg sabar dan tenang dlm ngambil kptsn.\nPak Jokowi perlu pertimbangkn jk memaksa memilih pak Ahok. Reputasi penting perthankan. https://t.co/EWLrEuxMvZ'",1
"b'@VIVAcoid ""Buatkan ibukota baru untuk beliau (ahok)"",'",1
b'@4smara1701 Yg nyebar hoax calon ibukota baru bebas banjir harus ditangkap tuh..',0
b'Ahok Kandidat Kuat CEO Otorita Ibu Kota Baru? https://t.co/ZAMOq6xivb',1
b'@JajangRidwanK @utowirdow @susipudjiastuti Keduanya saja. Tapi yang sedang jadi fokus soal perundangan adalah soal kepala otoritas ibukota negara baru mas. RUU IKN belum dibahas DPR dan perpresnya belum ada tapi pimpinan otoritas justru diramaikan. IKN butuh payung hukum siapapun yang akan jadi.',1
"b'@Yudhi04188481 @MaliminRinaldi @Quvvatt @Dennysiregar7 @jokowi Nah simak lg video ex gub DKI di awal, biar ibukota baru di Papua, tg jwb atas SUNGAI ANTAR PROVINSI tetap di pemerintah pusat. UU itu.'",1
b'@miraclehappends Boleeeh\nBisnis resto di ibukota negara baru aja gmna bos?\nAq pny lahan strategis\nKamu bisa bangun rest area bwt lintas provinsi\nProspect mnjanjikan boss',1
"b'Gagal Move On, Sampai2 Ibukota Dibuat Cuma Buat Ini Orang!!!\n https://t.co/JbtmynHYtw'",0
b'@VIVAcoid cingirmu admin!!buat pernyataan provokasi saja.belum ada pernyataan resmi.dah menyebut pak @jokowi  akan buatkan  ahok ibukota baru.nama dalam senarai belum tentu terpilih.buat berita bikin opini sendiri min!berita A sebut A tak usah tambahi BCD.',1
"b'@hmskaban Itu cuma mimpi rezim ini,,,listrik 35 rb watt cuma bisa 19 % selama 5 tahun,, kereta cepat jkt bdg terhenti.... apalgi bangun ibukota baru...'",0
"b'@VIVAcoid 2024 Uda dekat, rezim akan selesai dgn sendirinya. Rencana Ahok d jadikan pemimpin di ibukota baru boleh saja. Tapi apa masih punya kekuasaan main tunjuk, main perintah setelah selesai 2024? Seperti halnya mantan presiden yg lain, tinggal baca buku saja, Taji nya Uda patah.'",1
"b'Mengembangkan Potensi Ekonomi Baru di Provinsi DKI Jakarta pasca perpindahan ibukota Negara adalah tema dari Rapat Pimpinan Provinsi I tahun 2020, Kepengurusan Masa Bakti 2019-2025 Kamar Dagang dan Industri DKI Jakarta #kadin #kadindki #kadindkijakarta #rapimprovkadin https://t.co/QcRT6D6ytO'",1
"b'Keok Pilgub Ibukota,\nDibuatkan Ibukota Baru?\n\nIbukota TERKEJAM dlm sejarah\n\nMasuk Bursa CEO, Jokowi Disebut Akan Buatkan Ahok Ibu Kota Baru - VIVA https://t.co/whY0RncJxS'",0
b'@4mo_1_d3lf1n1 @KonghucuGL @__MV_llestari__ @BuddhisGL Ibukota baru \xf0\x9f\xa4\xa3',1
"b'@VIVAcoid Hahaha judul berita nya kayak anak mintak uang jajan sama bapaknya\n\nSama kayak bapak ahok mintak ibukota sama bapak presiden, \nJd bapak presiden buatkan ibukota baru untuk bapak ahok, \nKarena ibukota lama udah di ambil org, hahaha'",0
"b'@MaliminRinaldi @Quvvatt @Yudhi04188481 @Dennysiregar7 @jokowi Nah kira"" spt itu + infrastruktur air bersih, listrik, komunikasi &amp; konektivitas (jalan, pelabuhan, bandara). Ibukota baru mah isinya birokrat doang. Meratakan penduduk itu buat kawasan industri (banyak menyerap buruh) DI LUAR JAWA, bukan ibukota di luar Jawa!'",1
"b'@4smara1701 @DonAdam68 Banjir Ibukota di DKI Jakarta, sdh mulai ditangani dan tertangani namun butuh waktu. IKN di Penajam Paser Utara, sebagai Ibukota baru tentu butuh penanganan didalam mengatasi banjir. Itulah sebabnya Ibukota dipindahkan. Gitu ngga bang @geiszchalifah'",1
"b'@MartoArt haha... di sini kalo berani kavlingin Tanah Ulayat siap2 aja mandau terbang2. Makanya jgn ge er ibukota baru bakal di Kalimantan. Liat aja dulu kelakuan mereka(govt), dan saya tidak percaya kalau mereka tidak rakus.'",1
"b'@JajangRidwanK @utowirdow @susipudjiastuti Yang baru, sedang ramai kepala otorita ibukota baru, ada 4 kandidat, RUU ibukota negara saja belum dibahas dan perpresnya sebagai payung hukum belum ada tapi ramai siapa ""penguasa otoritas"".'",1
"b'Banjir mah udah biasa kale ... kalo ga mau banjir ya pindah aja ke ibukota yang baru, dongok amat sih luh'",0
"b'Siapapun kandidat ""penguasa"" otoritas di Ibukota Negara baru, dasar hukumnya apa? Sudah ada UU IKN? Sudah ada perpres nya? Siapapun penguasanya, payung hukumnya harus jelas.'",1
"b'@mas__piyuuu Akal-akal, agar semua kebagian. Ujungnya, ibukota baru itu akan dihuni kuyang, kuntilanak, dan dedemit lainnya. Kagak bakal jadi, tapi uang sudah masuk kantong.'",0
"b'Jadi, saya lebih penasaran dg apa tujuan dan metriks yg dibuat bppt dalam rangka menciptakan ""smart government"". Termasuk dg ibukota baru, apa tujuan dan metriksnya.\n\nBrb, browsing lagi \xf0\x9f\x98\x80'",1
"b'Dari informasi yang saya dapat, so-called ibukota baru ini memang diperkirakan mangkrak. Tapi uang sudah keluar, layaknya KCC. Akhirnya rakyat lagi yang harus menanggung keserakahan setan-setan di Istana. https://t.co/0UkyiYAwew'",0
b'Jiaaah banjir ibukota baru \xf0\x9f\x98\x82\xf0\x9f\xa4\xa3 https://t.co/Mf3I37YOk6',0
"b'@KRMTRoySuryo2 @jokowi @PDI_Perjuangan Ya allah subhana wataalla masa mantan napi mau disngkat jd kepala otorita ibukota baru, yg bener aja ini bener2 menyakitkan hati rakyaindonesia yerutama yg meneluk agama islam, ya allaah laknat dia yg mengangkatnya'",0
"b'@KRMTRoySuryo2 @jokowi @PDI_Perjuangan ibukota baru akan dibangun oleh investor, dan investor berhak menentukan siapa pemegang otoritanya. semua sudah tahu siapa dibalik para investor.'",0
b'Kabinet Indonesia Maju menuju ibukota baru @jokowi @PemprovKTB @DKIJakarta \nhttps://t.co/lXkvLn6Zsp',1
"b'@SaveMoslem1 @aniesbaswedan Kalo DPRD DKI akan minta saran ahokbtp untuk atasi banjir, lebih cocok untuk atasi banjir di Ibukota yg baru, karena ahok salah satu cagub di Ibukota yg baru tsb.'",1
b'Update Jatim :  Ahok Dipilih Pimpin IKN Baru Karena Pegang Rahasia dan Punya Chemistry Dengan Jokowi https://t.co/w2q5DO9Q3o #ahok #ibukota #ibukotabaru',1
"b'@kompascom Setelah reklamasi gagal, ngotot proyek ibukota baru..trnyata tujuan utamanya ini, bangsat!!'",0
b'@4smara1701 Buat test calon pemimpin ibukota baru mengatasi banjir..',1
"b'@BangPitung_AJW Jokowi: Ekonomi Sulit, Kondisi Saat Ini Tak Normal.\n\nTRUS, MASIH NGAYAL MAU BIKIN IBUKOTA BARU?\n\xf0\x9f\xa4\x94\xf0\x9f\x99\x84\n\nhttps://t.co/NrYD76W2PQ'",0
"b'@muttle9 @Dennysiregar7 75% GDP kita adalah konsumsi\nMengapa kita tidak ambil kebijakan push barang dan jasa tsb, sebagai subtitusi untuk mengurangi import.\nminimal defisit naraca perdaganagn bisa terbantu.\nini malah Kercep, Ibukota baru, yg dipush'",1
b'@4smara1701 Maksudnya banjir bisa bebas masuk ibukota baru!\xf0\x9f\xa4\xa3',1
"b'goblok emang kemaren cowo gue nanya ""ahok mau jadi gubernur ibukota baru?"" tapi guenya malah bingung dapet gosip dari mana trus baru liat kabarnya sekarang YAELA FI YANG WARGA NEGARA INDONESIA SIAPA SIH https://t.co/Oy08Ewj1zc'",0
b'Calon ibukota baru kok bisa banjir?? \xf0\x9f\xa4\x94\n\nKatanya bebas banjir dan bencana \xf0\x9f\x99\x88\xf0\x9f\x99\x84\n\nOrang baik \xf0\x9f\x99\x88\xf0\x9f\x99\x88\nhttps://t.co/6oZ0MvzCea',0
"b'@Quvvatt @Dennysiregar7 https://t.co/nRbcBf6Wu8 \nYang pasti no free lunch.\n\nInvestor danai 89% anggaran ibukota baru, berarti pemerintah harus cicil semua yang dibangun, spt lazimnya orang cicil rumah.\n\nKeluar duit lagi, padahal semua fasilitas tsb SUDAH ADA saat ini di Jakarta!'",1
b'@susipudjiastuti Nanti ada yg gini \xf0\x9f\x98\x81\nIbukota baru merusak hutan - wong hutanya sudah rusak\nCantrang merusak habitat laut - wong lautnya udah rusak \n\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81',0
b'Ekonomi nyungsep kok ya masih mikir ibukota baru.... \n\xf0\x9f\x98\xb7\xf0\x9f\x98\xb7\xf0\x9f\x98\xb7 https://t.co/aghadriMFO',0
b'WKWK IBUKOTA BARU DONG https://t.co/I7J6ij34lT',1
b'Perkembangan ibukota baru gimna?\n\n@is_pelssy .',1
"b'Nimbrung dipemerintahan jd ompong. Akunnya cm ttg foto2 menhan n giat bla bla bla.. udh g sekritis dl, urusan ibukota baru yg prnh ditentangny pun udh lupa, apdetan tbaru, ada itu menteri 1 partenya. Dahnil dahnil hahahaa'",1
"b'@Stevaniehuangg lumayan duitnye buat buka ibukota baru, saya klw dipulangin lg kecina.....dasar...togog....'",0
b'@dpflrk_ @WidasSatyo Msh seneng bahas ibukota baru si joko nya....',1
b'SUDAHTAHU SULIT\nLALU NGAPAIN BUAT IBUKOTA BARU..?\nMEMANGNYA DENGAN IBUKOTA BARU BISA MEMPERBAIKI EKONOMI..? \nMEMANG DENGAN IBUKOTA BARU BISA SEJAHTERAKAN RAKYAT..?\nMEMANG DENGAN IBUKOTA BARU BISA TERCIPTA KEADILAN..? \nMEMANG DENGAN IBUKOTA BARU BISA MENYELESAIKAN PENGANGGURAN..? https://t.co/r9WgrieB2b',0
b'@Kanseulir @kasehsaulmouk justru karena ekonomi lagi sulit\nmereka ngotot bikin ibukota baru\nkapan lagi dapet mega proyek?',0
"b'@GunRomli @aniesbaswedan Baca ini gun, biar lu tau bedanya. Supaya agak pinteran dikit\nPadahal untuk ibukota baru berapa banyak pohon yg ditebang di kalimantan sana, mungkin lebih2 dri pohon yg ada di monas, ya namanya juga pembenci anies. Jdi orang harus punya malu gun\nhttps://t.co/YHrc6EaYiM'",0
b'@reavermax @imanlagi Terbaik apanyaa...\n\nhttps://t.co/CJCm30Ve48\n\nBupati pecundang',0
b'@do_ra_dong Lg nyiapin ibukota baru + gubernur ny',1
b'Awas... Corona menutupi reklamasi pindah ke proyek ibuKota baru #LawanHoaxVirusCorona',0
b'Bak pungguk merindukan ...\n.bulan\n.sepeda\n.ibukota baru\n.kartu\xc2\xb2 sakti\n.Mega korupsi\n.Harun Masiku \n.\n.\n.dah ah ngantuk. https://t.co/QXnsaFlc7K',0
b'@KRMTRoySuryo2 @jokowi @PDI_Perjuangan Pemimpin ibukota baru? kira-kira gurbenur setempat apa fungsinya?  semakin bingung memahami rezim sekarang ini. Entah kami rakyat yang bodoh atau mereka yang terlalu pintar.',0
b'@REfrizal88 Semenjak di sah kan ibukota baru',1
"b'@MCAOps Wacana Ibukota Baru aja udah banyak yg nolak, apalagi klo mesti dipimpin oleh mantan napi penista agama... \xf0\x9f\xa4\x94'",0
b'RAKYAT TAK BUTUH IBUKOTA BARU .\nTAPI ...\nRAKYAT BUTUH PRESIDEN BARU !!!\nFAKTA !!!',0
"b'Raga baru mendarat dengan selamat dari negeri singa. Besok harus terbang kembali ke ibukota, aplagi yang bisa terucap, selain \xe2\x80\x9csemangat\xe2\x80\x9d?'",1
b'@KRMTRoySuryo2 @jokowi @PDI_Perjuangan Jgn main taktik ala voc....pemimpin ibukota baru serahkan dong pada ahlinya',1
"b'Justru sy sebalik nya, andai Ibukota baru benar2 pindah, maka Tak ada lagi Orang2 BEGO DAN PENISTA di jakarta, biarkan mrk semua pergi ke Ibukota yg baru\n#RezimTutupiCorona \n#rezimjkwperasrakyat https://t.co/Q4Dgn5qToN'",0
b'@PolitikToday @msaid_didu Ibukota baru mangkrak juga',0
"b'@JiwasrayaGate Dia rebutan mainan di ibukota dan ga dapet, trus dibikinin yg baru tapi ngontrak....'",0
"b'@abu_waras Siapa yg sudi daerahnya dipimpin si mulut jamban ini ? Aplg klo sampek jd gubernur di ibukota baru tanpa pilkada, berarti gak syah donk ! Emang jae raja, bs maen tunjuk kep drh seenak udelnya ! \xf0\x9f\x91\xba\xf0\x9f\x90\xb8\xf0\x9f\x90\xb7\xe2\x98\xa0'",0
"b""@DjokoEdhi1 SAYA BERDO'A GAGAL TOTAL DENGAN IBUKOTA BARUNYA\nRAKYAT GAK BUTUH IBUKOTA BARU\nRAKYAT HANYA BUTUH PEMIMPIN BARU YG AMANAH\nYG ME NOMOR SATUKAN KEHIDUPAN RAKYAT""",0
